Review ID,Reviewer Name,Rating,Review Date,Review Content
2030,TG,5 ⭐,Mar 05 2025,N/A
2031,JM,4 ⭐,Mar 05 2025,Responsive and very professional customer service if you are filing a claim. Website is easy to navigate. I recommend them highly for international travel!
2032,JN,5 ⭐,Mar 05 2025,N/A
2033,MO,5 ⭐,Mar 05 2025,We had to leave the cruise because of an unexpected family death.  Everyone in the ship and insurance co were very nice.  We do do appreciate all the hospitality and sympathy showed to us.  Thanks so much! Five stars!!!! Thank you.
2034,Kathryn Eland,1 ⭐,Mar 05 2025,no response to submission for reimbursement
2035,KE,5 ⭐,Mar 05 2025,It was very easy to enroll
2036,RK,5 ⭐,Mar 05 2025,"Super fast, easy to submit, great tracking system"
2037,LW,5 ⭐,Mar 05 2025,Great 👍🏽 insurance
2038,DM,1 ⭐,Mar 04 2025,"We ordered the premiere. Ended up with the basic. So when we needed it, it was not available. And, no one was able to correct the wrong. I emailed like I was told to and I have not heard back from anyone. I have pretty much wasted my money."
2039,KS,1 ⭐,Mar 04 2025,I got insurance so I would be covered - I used the policy that was shown on the American site - come to find out you don't cover mechanical issues so we had to pay for our overnight items when we missed our connection.  This sucks - why in the world would I bother getting insurance in the future.  The claim was for less then $200 for both of us
2040,Karen,5 ⭐,Mar 04 2025,"Rarely does Allianz deny a claim! They are always kind, punctual, and thorough. When a misstep occurs on a trip, and you're left having to pay for unexpected expenses, the assurance that you've got Allianz on your side is such a game breaker! This enables you to focus on taking care of the situation; when you have the time and opportunity, you can file a claim and/or speak with an agent. I so appreciate this policy, especially in light of issues which come up in air travel."
2041,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage."
2042,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!"
2043,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.
2044,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.
2045,"C,",5 ⭐,Mar 04 2025,"Very reliable customersupport, timely review, and did as they stated they would. We were protected as we had hoped. A+"
2046,HM,1 ⭐,Mar 05 2025,"Still have not received my $262.00 refund.First, they said that the bank would not allow the deposit -, that’s BS.Now they said they mailed the check - It’s been another  eight- days and no check."
2047,SE,5 ⭐,Mar 04 2025,The claims process was very efficient and Allianz made a quick decision.
2048,RC,5 ⭐,Mar 04 2025,"Great, prompt service for our claim."
2049,GD,5 ⭐,Mar 04 2025,"The best part was the ease of making the claim, the follow ups, the ability to update, and being able to talk to an agent if any questions throughout the process.  I had a very difficult claim as many things went wrong on the trip but had few issues with pushback after providing all the required documents.  The only thing I would recommend to improve is citing SPECIFIC issue that is preventing the claim from advancing."
2050,LR,1 ⭐,Mar 04 2025,"I called to follow up on my claim that I have not heard back from and the representative that I spoke with made me feel like my concerns weren't valid. I even felt at times she was trying to ""check"" me with her tone and rushing of the conversation. I received very little help from her and was told to resubmit information I very well know should be already in my profile because I am meticulous in my documentation. I have yet to receive another follow up after submitting said information and at this point am second guessing the purpose of travel insurance if I have to jump through hoops to collect my losses."
2051,AB,5 ⭐,Mar 04 2025,N/A
2052,CM,5 ⭐,Mar 04 2025,Working with alliance for the claim for our cancellation was so easy. The claim process filing online was easy to do and it went through very quickly.We had to cancel our trip due to an injury so having an easy process to get our money back on nonrefundable airfare was really helpful.
2053,PO,1 ⭐,Mar 04 2025,I expected to receive a refund for my canceled trip to Ireland but your company denied it. I’ve lost thousands of dollars and I doubt I will use your company ever again.
2054,ED,1 ⭐,Mar 04 2025,"I bought insurance just in case for an emergency. My wife's father passed away on November 24th. I got my hotel booked on December 9th because that was the cut off day for making the reservation for the wedding. Sadly, my wife never thought she would have to move in with her mother to help her with this terrible loss. I got a response that this was something that we knew would happen. I'm not sure if anyone took the time to look at my reason. The response I got seems to be computer generated; I hope that it was. I don't see how anyone could think that we knew this was going to happen."
2055,KE,5 ⭐,Mar 04 2025,Easy to deal with and choose my preferred package.
2056,SS,4 ⭐,Mar 05 2025,"My sister is on hospice care and your policy allowed me to cancel for death of a family member who is not a parent or a child. We are over 75 and were allowed insurance without a medical form. Would love prices lower, but seems comparable to others."
2057,NL,4 ⭐,Mar 04 2025,"After I submitted my claim to my regular insurance and received partial payment, Allianz processed a check for the balance in a timely manner."
2058,JB,5 ⭐,Mar 04 2025,Easy to apply for
2059,AR,5 ⭐,Mar 04 2025,"Excellent price, coverage, and service. Processed and paid a claim in 1 day."
2060,SS,5 ⭐,Mar 04 2025,"The claim process was easier than expected, you just need to get your documents in order first. It would have been nice to receive an email update regarding my claim status, but my claim was approved, so great!"
2061,JS,5 ⭐,Mar 04 2025,A quick and easy resolution of my
2062,MF,5 ⭐,Mar 04 2025,Company came through on their promises.
2063,CB,5 ⭐,Mar 04 2025,"Allianz Goes Above and Beyond!**I recently had an issue with a large purchase from ticketmaster with insurance with Allianze.  To my surprise and delight, their customer service team was incredibly understanding and helpful. They resolved the situation quickly and efficiently, and I received a full refund.I'm truly impressed with Allianz's commitment to customer satisfaction. Their professionalism and willingness to go the extra mile have earned my loyalty. I highly recommend them!"
2064,KW,5 ⭐,Mar 04 2025,Filed a claimed and received a status update and settlement promptly. Customer service was sensational.
2065,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage."
2066,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!"
2067,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.
2068,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.
2069,HH,1 ⭐,Mar 04 2025,Its very frustrating to deal with Allianz Partners and they make it very difficult to pay on claims.  A bit of a scam!
2070,BA,5 ⭐,Mar 04 2025,My claim was resolved very quickly.The instructions were easy to follow and there was help available if I had questions.  I would use Allianz again.
2071,KS,5 ⭐,Mar 04 2025,It was easy to determine what this insurance covers and the process for signing up for it was simple as well.
2072,RM,5 ⭐,Mar 04 2025,Claim was easy
2073,BK,5 ⭐,Mar 04 2025,Fast an reliable
2074,NB,5 ⭐,Mar 04 2025,"The process to file my claim was very easy, and I received my refund in about a week.I will always purchase insurance.Thank you."
2075,JC,5 ⭐,Mar 04 2025,Always a great experience using Allianz! Unfortunately had to use a couple times but glad I always added travel insurance.
2076,JM,5 ⭐,Mar 04 2025,"For a reasonable price,  I was able to insure my concert tickets,  and when unfortunately my flight was delayed,  you reimbursed me.  Thanks."
2077,LG,5 ⭐,Mar 04 2025,great customer service! Answered all my questions in a timely manner and quick.
2078,FX,2 ⭐,Mar 04 2025,"I initially did not get my full amount because the reviewer did not clearly look at all my documents as I provided all my receipts correctly. I had to send a follow up email explaining in detail that some documents were misread causing me to not receive my full amount back. And even after doing so, one more receipt was missed without any explanation. It’s so much effort to get my correct amount and even though I gave very specific instructions, it was still incorrect. I guess I’m expected to constantly fix things for them and wait longer and longer for my money back. Not the best support."
2079,GA,5 ⭐,Mar 04 2025,Originally I was denied but after submitting a letter of explanation and another document it was overturned. I was so very grateful of their understanding and prompt service. I spoke to representatives also who were very helpful.
2080,EM,4 ⭐,Mar 04 2025,Great experience though took longer than it should've for my claim to be reviewed.
2081,MO,1 ⭐,Mar 04 2025,"I canceled my trip and sold my tickets, but you would not give me a refund. Your policy stinks on ice!"
2082,LG,5 ⭐,Mar 04 2025,It was avery  good experience dealing with this company.  We had to cancel a trip due to my husband being injured and in the hospital.  The airline  refused to refund our  money and only offered travel vouchers which we could never use.  Once I filed the claim and submitted the hospital record the funds were immediately refunded no hassle.  Thank you for making it painless in a very stressful time.
2083,CM,1 ⭐,Mar 04 2025,didnt approve my reimbursement when there was no possible way for me to make the flight due to a blizzard that hit our area the day prior to departing
2084,NI,5 ⭐,Mar 04 2025,Luckily we didn't need to use it. But in the past we have and are glad we take it out for peace of mind.
2085,MN,5 ⭐,Mar 04 2025,Customer service is courteous and polite.
2086,BL,1 ⭐,Mar 04 2025,"Apparently a death in the family is not enough of a reason to get reimbursed for your tickets.  The funeral and burial was literally the same day as the ticketed event. Provided Allianz the deceased family member's name, their obituary, their funeral information, etc and my claim was denied.    I will never purchase ticket insurance through Allianz again because it's worthless if you can't get reimbursed when you need it"
2087,ST,1 ⭐,Mar 04 2025,I sent all necessary information to automated system and never got results
2088,CU,5 ⭐,Mar 04 2025,"I have used them previously.  They were there when I needed them.  I got sick while I was on vacation and was not able to fly home, they assisted me in every way ."
2089,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage."
2090,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!"
2091,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.
2092,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.
2093,PD,5 ⭐,Mar 04 2025,The response was quick letting me know they needed more info. When I sent the info I received confirmation of receipt the same day.  Thank you for keeping me informed.
2094,MA,5 ⭐,Mar 04 2025,Very quick response
2095,AD,5 ⭐,Mar 04 2025,Received compensation for a delay on time without issues.
2096,NS,5 ⭐,Mar 04 2025,N/A
2097,Urbanika Shades,5 ⭐,Mar 04 2025,Great to experience
2098,MI,5 ⭐,Mar 04 2025,"Due to an unexpected medical issue, my wife and I had to cancel our upcoming cruise from Australia to New Zealand as well as our trip through New Zealand. We're so happy we took out travel insurance. Allianz's website was very easy to enter a claim. It was a relief too as we had time to get all our documents together, including the doctor's letters. Once everything was sent to Allianz, the claim only took a couple of days for it to be approved as well as receiving the claim money."
2099,PF,1 ⭐,Mar 04 2025,very deceiving
2100,RT,5 ⭐,Mar 04 2025,We had a interruption to our travel plans due to weather  and Allianz contacted us informing us of our coverage.  We qualified for the coverage and the benefit was promptly taken care of.
2101,Johnny Murphy,4 ⭐,Mar 04 2025,Still waiting for reimbursement
2102,AS,1 ⭐,Mar 04 2025,We were very disappointed to learn that the Allianz trip insurance did not cover any of the additional cost incurred after our flights were canceled due to the tragedy at DCA.
2103,CH,1 ⭐,Mar 04 2025,"I had a work trip planned in California, even though my policy covered cancelled trip I guess my canceled trip wasn’t good enough. My work event was cancelled because of the wild fires and the need for relief builds, which was where my event was held. After going back and forth with the man about the difference in cancelled trip policy he read off all 16 of what will be covered. One of those was your destination being affected by a natural disaster, IE  a wild fire. When stated my event was cancelled due to the wild fires there was a very long pause and then just restated the 24 hour policy that fell right after the previous destination affected by a natural disaster policy, at this point I am frustrated and clearly you are only set out to just rob people in fake insurance if you can get away with it. I’ve used this insurance in the past, due to a death and even then you denied my claim and I had to sit on the phone and state my case again until you reluctant and paid on the claim. Clearly you do not care about your customers"
2104,FT,5 ⭐,Mar 04 2025,Easy buying experience. The website thoroughly explained the different types and levels of coverage. They also remind you to renew each year so that you never unexpectedly laspe.
2105,RD,5 ⭐,Mar 04 2025,N/A
2106,LH,5 ⭐,Mar 04 2025,It was an easy to negotiate and well planned site
2107,CD,5 ⭐,Mar 04 2025,"I always purchase for protection, best travel protection to use.  Filing a claim is stress free and they respond right away."
2108,GH,5 ⭐,Mar 04 2025,Allianz process for filing the claim was extremely smooth and seamless. The agents were friendly and knowledgeable answering all the questions we had during the filing. We have already booked future trips with Allianz trusting their services.
2109,MO,5 ⭐,Mar 04 2025,It’s easy to enroll for coverage.
2110,VM,5 ⭐,Mar 04 2025,Allianz insurance are great. I am glad I got insurance for my trip. I had a misfortune trip interruption that I had to fly back home.  I place a claim on the app which is pretty straight forward and easy. They took care my claim at a good time.
2111,NR,5 ⭐,Mar 04 2025,Sent in proof and received refund promply
2112,SP,5 ⭐,Mar 04 2025,"I had questions as to which policy to purchase, the agent was very helpful and explained the differences of the different policies."
2113,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage."
2114,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!"
2115,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.
2116,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.
2117,CB,1 ⭐,Mar 04 2025,"Useless scam. Read the fine print, doesn’t cover cancellations unless you meet ridiculous requirements and provide extensive documentation as proof."
2118,CS,5 ⭐,Mar 04 2025,The ease of filing a claim for paid parking due to flight rescheduling.
2119,Sarah Pepin,5 ⭐,Mar 04 2025,"Comfort of having this insurance. I did unfortunately need it, it was an easy, seamless and quick process."
2120,PJ,4 ⭐,Mar 04 2025,In the end I had a decent outcome and it took more conversation / time than I expected; including having to ask the definition of ‘any’ in Cancel for any reason and why US govt travel warnings against travel due to terrorism didn’t qualify for the policies’ terrorism rationale.
2121,AR,5 ⭐,Mar 04 2025,Professional and fast service.  Thank you.
2122,JC,5 ⭐,Mar 04 2025,N/A
2123,AN,1 ⭐,Mar 04 2025,I purchased travel insurance for a vacation knowing that I have a friend who was terminally ill. I wanted to be able to cancel my vacation if her family needed help or if she passed away. She did pass away. I had to cancel my trip in order to attend the celebration of life that her family planned. Allianz denied reimbursement because this was not a family member. I do believe this company is a scam and I am so disappointed in myself for purchasing it.
2124,AS,5 ⭐,Mar 04 2025,So grateful I got insurance. Easy to file a claim and quick response.
2125,SG,5 ⭐,Mar 04 2025,The online process for filing a claim was very straightforward and intuitive. We got a refund within a week. It was a very pleasant and unusual experience.
2126,DF,5 ⭐,Mar 04 2025,"My third annual policy in 3 years. Have had to make 2 claims, and was very satisfied with the service!  Have recommended to several friends."
2127,ER,5 ⭐,Mar 04 2025,"Very easy process to complete my claim, and was able to get my refund timely‼️"
2128,KD,5 ⭐,Mar 04 2025,My recent claims process was simple and easy to navigate.  I received email updates throughout the process.  Worth the peace of mind in case an emergency pops up!
2129,KS,5 ⭐,Mar 04 2025,"Precise instructions. Up to date information. Quick response. Hated to have to cancel a cruise, but thankful we had insurance!"
2130,MM,5 ⭐,Mar 04 2025,N/A
2131,VJ,5 ⭐,Mar 04 2025,The process was very simple. The agents were very helpful and had plenty of patience. I received my refund in a timely manner. Thank you for your services.
2132,PM,5 ⭐,Mar 04 2025,The process is done online and at first seemed complicated but once I started it was pretty easy. I was surprised that I got more reimbursed than I expected as there is a minimum it pays regardless what is submitted. I had the approval after 2 weeks.
2133,GS,5 ⭐,Mar 04 2025,"Thank you Allianz!  I never realized how GOOD having travel insurance was, I always figured ""just in case."" which Never happened. But this time we had a ""just in case"" event in Aruba and Allianz did exactly as they said and truly very quickly.  We will always ensue we have travel insurance.  Thanks for coming through!"
2134,AM,5 ⭐,Mar 04 2025,The Ease of purchase and plan detail comparisons.
2135,WH,5 ⭐,Mar 04 2025,I was able to upload everything easily.  I filed under wrong reason but they corrected and started new claim.  We ran into a winter storm on the way home from Europe and got stuck in Atlanta for four nights. The whole process took just over a month which I was fine with.
2136,VC,1 ⭐,Mar 04 2025,Was delayed 4.5 hours and federal regulations say after 3 hours domestic travel should be reimbursed. The insurance did nothing but take my money and cover themselves. Seems on point for insurance. I booked the flights with time in mind but instead of 10pm I got home at 3am with 2 hours commute and 12 hour work day on 2 hours of sleep instead of the 7 I planned on. Frustrating getting insurance to cover these issues and be let down and exhausted. Highly doubt I will waste the money again in the future.
2137,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage."
2138,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!"
2139,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.
2140,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.
2141,JO,1 ⭐,Mar 04 2025,"I am not real technology savvy so the claims process was slightly daunting. In the end however, I was totally pleased with the insurance."
2142,LG,5 ⭐,Mar 04 2025,There for peace of mind!! i always buy it when out of the country. If you need it one time it is worth it.!!
2143,GM,2 ⭐,Mar 04 2025,Process took way to long and the app and website need improvement on showing direct deposit option.
2144,EM,5 ⭐,Mar 04 2025,Easy to get the instance policy that is right for a individual or yearly insurance plan.  Protection gives peace of mind and knowing it is there with hope we never have to use it. Thank you
2145,HM,5 ⭐,Mar 04 2025,N/A
2146,DS,4 ⭐,Mar 04 2025,The process was easy to follow and communication regarding my claim we good.
2147,WT,5 ⭐,Mar 04 2025,One year coverage and easy access of docs.
2148,PA,5 ⭐,Mar 04 2025,It was easy and the protections of the plan meet my needs
2149,TD,5 ⭐,Mar 04 2025,My claim was promptly reviewed and a check was quickly sent.
2150,CA,5 ⭐,Mar 04 2025,Easy from start to finish. Thank you!
2151,CU,5 ⭐,Mar 04 2025,We are retired and travel frequently. Having a quality annual travel insurance gives us an added comfort.
2152,AC,5 ⭐,Mar 04 2025,It was easy and quick to get my refund
2153,DS,5 ⭐,Mar 04 2025,"The agent who answered the phone was knowledgeable, empathetic and completely and accurately walked me through how to submit the supplemental claim information."
2154,LS,5 ⭐,Mar 04 2025,Was easy and self explanatory to file a claim.
2155,SM,1 ⭐,Mar 04 2025,"Your ""so called"" insurance is trash.  Only limiting coverage for things that you want to cover.  People go through LIFE not only the circumstances listed in yourvso called policies but more that REALLY ARE NOT AT FAULT.  SO JUST CAUSE MY SITUATION THAT WASNT MY FAULT, THAT I WAS DIRECTED FOR A MEETING THAT I HAD NO SAY SO ON THE SAME DAY AS MY FLIGHT WAS LEAVING IM OUT 500.00.  UNBELIEVABLE!!!!YOU INSURANCE IS NOT FOR PEOPLE ITS FOR YOU TO PROFIT OFF.  I BET YOU WILL GET YOUR MONEY BACK IF YOU HAD A MANADATORY MEETING THAT YOU COULDNT GET OUT OFF BECAUSE YOU WORK FOR THE CONPANY BECAUSE GOD FORBID ""YOU"" WILL BE OUT YOUR MONEY.EVEN ONE STAR IS TOO MUCH!!!!"
2156,ED,5 ⭐,Mar 04 2025,Nice comparison charts. Easy to compare and select my choice.  Usable App.
2157,UN,4 ⭐,Mar 06 2025,Received a check today. Nice work
2158,RT,5 ⭐,Mar 04 2025,Allianz kept in contact with me while my claim was being processed.
2159,AF,4 ⭐,Mar 04 2025,"It took some time to write emails, send documents, but in the end you understood my problem and kept your word regarding the ticket reimbursement"
2160,GU,1 ⭐,Mar 04 2025,"Review of Allianz Partners USA Travel Insurance: A Disappointing Experience, Negative Experience with Allianz Partners Travel Insurance.I strongly advise against purchasing travel insurance from Allianz Partners USA. My experience with them was highly unsatisfactory and far from what I expected from a reputable insurance provider. Throughout the process, I found the company to be uncooperative and lacking transparency, which made resolving my claim an incredibly frustrating ordeal.Despite paying for what I believed was comprehensive trip protection, my claim was denied in a manner that felt dismissive and overly bureaucratic. The denial was delivered with a level of professionalism that, while polished, did little to address the legitimacy of my concerns or provide meaningful assistance.Ultimately, I found the entire process to be a waste of both time and money. If you are considering travel insurance for your trip, I would recommend exploring other providers with a proven track record of customer support and fair claim resolution. Allianz Partners USA, unfortunately, does not meet these standards."
2161,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage."
2162,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!"
2163,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.
2164,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.
2165,SD,5 ⭐,Mar 04 2025,The experience was seamless and they had refunded me what I deserved in a timely manner! I always use Allianz
2166,LS,5 ⭐,Mar 04 2025,Great follow up. Great staff
2167,SR,2 ⭐,Mar 04 2025,"* Poor organizational data flow and retention* Poor reimbursement request processes* Atrocious reimbursement website pages and information flow* Slow reimbursement processing* Good customer service* Confusing documentation requests* Confusing coverage2025-03-04  Hi Kris.  Delicious word salad, but the only way I'll truly know any sort of action is being planned or started on my critique will be if I can discuss my first-hand experience on the phone with an Allianz customer support representative.  Otherwise this becomes just another exercise in gaslighting.  If I don't hear from a rep in the next month I will add that to my published review."
2168,RD,5 ⭐,Mar 04 2025,Was easy and fast to claim and book very happy with the service
2169,AN,5 ⭐,Mar 04 2025,We did not have to use the insurance.
2170,JG,4 ⭐,Mar 04 2025,"I got travel insurance for an Amtrak trip in Feb. It was easy since it’s an option right through Amtrak when you book. It was super affordable and I’m SO glad I got it because I came down with the flu 4 days before our departure. Then my husband got it, too. We had to cancel our trip. It was a little confusing starting the claim, as I’ve never made one before. I spoke with an agent who started the claim for me, which was great. The original email from Allianz went to junk, so I didn’t realize I received it. Eventually, I got all the supporting documents uploaded and finalized my claim. I was reimbursed VERY quickly!"
2171,LI,5 ⭐,Mar 04 2025,N/A
2172,KO,5 ⭐,Mar 04 2025,Easy to get reimbursed
2173,KH,5 ⭐,Mar 04 2025,"Thus far they have been responsive. I don't know at this juncture if I'll be reimbursed.The airlines lost my luggage for a little over a week. They( airline) even took my carry-on, and that ended up in Phoenix, Arizona...Broken suitcase, broken glass, ruined clothes, lost meds, 🕶 eyeglasses, and yes, even 1,100 my brother lent me for my extended stay. It was in an envelope in my shaving kit...carry-on luggage. I'm a traveling Special Education Teacher, and the airlines negligence caused me if anxiety.Kurt Holland907-242-4191"
2174,GH,5 ⭐,Mar 04 2025,"It's really a good idea to insure your tickets, just be sure you understand the criteria for getting a refund.... 💯🎯"
2175,JR,5 ⭐,Mar 04 2025,N/A
2176,AC,4 ⭐,Mar 04 2025,the company was helpful in responding and asking for the required documentation needed to process the claim.
2177,TM,5 ⭐,Mar 04 2025,When I actually needed to use the insurance Allianz was easy to make a claim with and paid as promised
2178,CC,1 ⭐,Mar 04 2025,I had a terrible experience with this company.  I will never use this company when I fly in the future.
2179,JE,5 ⭐,Mar 04 2025,"The claims process was straightforward, and reimbursement was prompt."
2180,JW,5 ⭐,Mar 04 2025,With the unplanned health issue that came up the day before our trip causing us to have to cancel. Filed the claim with the correct documentation and our claim was processed and paid within a couple of days!Happened the way we expect insurance to work!Thank you!
2181,SS,5 ⭐,Mar 04 2025,Fast results on a time of great heartache for our family.
2182,DF,5 ⭐,Mar 04 2025,Affordable & trustworthy
2183,KM,5 ⭐,Mar 04 2025,We usually purchase trip insurance and rarely use it.  This trip my wife got sick on a cruise and required doctor care.   We submitted our documentation and received confirmation of accepting our clam within 1-2 days.  Paid within 10 days.   Super Impressive!
