Review ID,Reviewer Name,Rating,Review Date,Review Content,cleaned_text
3013,HEMANT KUMAR,4 ⭐,Feb 22 2025,"Allianz handled my baggage claim case with utmost professionalism.  Although the resolution of not up to my fullest expectation, I still appreciate their efficient service.",allianz handled baggage claim case utmost professionalism although resolution fullest expectation still appreciate efficient service
3014,SK,5 ⭐,Feb 22 2025,It was easy to find the perfect offer what I was looking for.Today a received in the mail as was offered the coverageI am grateful for that.I don’t owe computer.Only my small phone.,easy find perfect offer looking fortoday received mail offered coveragei grateful thati dont owe computeronly small phone
3015,WM,5 ⭐,Feb 21 2025,I was able to file a claim on the app and receive a refund for ticket prices very easily.,able file claim app receive refund ticket prices easily
3016,DE,5 ⭐,Feb 21 2025,Allianz responded to our claim in a timely manner. They reviewed and settled based on the information initially presented with no need for follow up on our part.,allianz responded claim timely manner reviewed settled based information initially presented need follow part
3017,DI,5 ⭐,Feb 21 2025,"Recently, British Airways, on our flight from Orlando to Glasgow, Scotland, held my checked suitcase at Heathrow (London) for 4 days, for no truly valid reason; not having any spare clothing, I went shopping for essential replacements and submitted a claim under my Allianz policy. It was quickly approved and the funds were deposited with my bank within days of my claim submittal.This is why I purchased my annual travel policy with Allianz and I couldn’t be happier with my experience with them. Unforeseen travel circumstances can and do happen when you least expect it so it’s best to protect yourself against unexpected expenses; Allianz is certainly worth one’s peace of mind!",recently british airways flight orlando glasgow scotland held checked suitcase heathrow london days truly valid reason spare clothing went shopping essential replacements submitted claim allianz policy quickly approved funds deposited bank within days claim submittalthis purchased annual travel policy allianz couldnt happier experience unforeseen travel circumstances happen least expect best protect unexpected expenses allianz certainly worth ones peace mind
3018,MP,5 ⭐,Feb 21 2025,The straight forward submission of required documents makes for a painless process.  They are quick to process the claim and is the only travel insurance company we use.,straight forward submission required documents makes painless process quick process claim travel insurance company use
3020,CN,1 ⭐,Feb 21 2025,Feel scammed. Reviewer ignored clear evidence sent and won’t review appeal without additional information that would only show the same clear evidence,feel scammed reviewer ignored clear evidence sent wont review appeal without additional information would show clear evidence
3021,RO,5 ⭐,Feb 21 2025,Very easy to complete.Quick response and payment.,easy completequick response payment
3022,TO,5 ⭐,Feb 21 2025,"I submitted the required paperwork and the claim was paid, simple process, simple process and timely payout",submitted required paperwork claim paid simple process simple process timely payout
3023,PM,4 ⭐,Feb 21 2025,It was difficult to cancel our trip. We were glad that we had the insurance.  The online claim process was easy.  The difficult part of the claim for me at age 79 was uploading all the documents for the claim.  It has been a long time since I have had to scan documents. It was a learning experience.,difficult cancel trip glad insurance online claim process easy difficult part claim age uploading documents claim long time since scan documents learning experience
3025,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage.",incurred burn leg motorcycle accident visiting friends australia required emergency room visit followup cost aus paid full costwhile australia filed claim day returned states included full documentation photos nasty injury allianz made claim process simple within two days advised claim fully approved day later full claim paid bank account guys great travel abroad without level additional medical coverage
3026,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!",policy easy buy planning international trips one year young man suggested purchase year plan much cost effective unfortunately go emergency room switzerland need pay bill reimbursed easy surprisingly fast friend australia travels frequently pays much higher premium travel insurance pleased company
3027,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.,purchased travel insurance allianz every trips since covid company excellent customer service quick response issues great peace mind travel around world knowing allianz always assist us
3028,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.,husband unexpected open heart surgery caused us cancel trip see family december able get credits air needed cancel nonrefundable condo theca wine country allianz reimbursed fees assessedthen month later needed another procedure caused us cancel cruise allianz reimbursed cancelation feeswe sold alliance annual plan already renewed next year
3029,DK,5 ⭐,Feb 21 2025,"Easy to secure the insurance.  I have used Allianz on prior trips, one of which had to be cancelled due to COVID.  We were able to recoup all the money we had paid up front.  Highly recommend.",easy secure insurance used allianz prior trips one cancelled due covid able recoup money paid front highly recommend
3030,ER,5 ⭐,Feb 21 2025,"My experience was unbelievable with Allianz travel. They truly stand on their word. I had an unfortunate situation with an emergency surgery before my event , but was able to recover my total expense within 24 hours. I believe in my opinion that's customer satisfaction at its finest.RespectfullyEric Russell",experience unbelievable allianz travel truly stand word unfortunate situation emergency surgery event able recover total expense within hours believe opinion thats customer satisfaction finestrespectfullyeric russell
3031,JD,5 ⭐,Feb 21 2025,This company is simply outstanding and most effective in dealing with people. Thank you very muchI will always recommend you to my friends and acquaintances,company simply outstanding effective dealing people thank muchi always recommend friends acquaintances
3032,CS,5 ⭐,Feb 21 2025,They did pretty good. Took a little time to work out a couple kinks but they really listened and worked and worked until we got it right. I must say I am quite impressed and would recommend them to anyone.,pretty good took little time work couple kinks really listened worked worked got right must say quite impressed would recommend anyone
3033,BG,5 ⭐,Feb 25 2025,Relatively easy to apply. Uploaded receipts easily. Very good process.,relatively easy apply uploaded receipts easily good process
3034,BP,5 ⭐,Feb 21 2025,"The service was very fast, I'll always use them in the future.",service fast ill always use future
3035,,1 ⭐,Feb 21 2025,Horrible experience. Worst unqualified claims specialists,horrible experience worst unqualified claims specialists
3036,AJ,3 ⭐,Feb 21 2025,I had a two part claim. The one part was dealt within 48 hours. It is now 6 weeks later and the second part has is still open. I called 3 weeks ago and was told it took up to 4 weeks to resolve.Still waiting for my settlement.,two part claim one part dealt within hours weeks later second part still open called weeks ago told took weeks resolvestill waiting settlement
3039,SA,5 ⭐,Feb 21 2025,"First time buying insurance for my tickets , got a refund for only one but after calling them they helped me with the rest in no time at all .10/10 service",first time buying insurance tickets got refund one calling helped rest time service
3040,MR,5 ⭐,Feb 21 2025,It was pretty straightforward online with the app process/doc download etc. I just simply explained what happened and provided receipts.,pretty straightforward online app processdoc download etc simply explained happened provided receipts
3041,Maura Lyons,5 ⭐,Feb 21 2025,"Easy to purchase and thankfully we didn't have to use our insurance policy. We felt better knowing that if anything went wayward , we were protected.",easy purchase thankfully didnt use insurance policy felt better knowing anything went wayward protected
3042,TS,5 ⭐,Feb 21 2025,"Due to a family relative being sick one day prior to the event, we were not able to fly to Las Vegas to attend. We filed the claim and within 2 weeks we received the complete payment for the tickets we purchase. Amazing!",due family relative sick one day prior event able fly las vegas attend filed claim within weeks received complete payment tickets purchase amazing
3043,KA,5 ⭐,Feb 21 2025,"I purchased Allianz to cover a trip. Even though it wasn’t a death or a sickness, I was honest and explained my whole situation with them. After their review, they covered my claim. Thank you Allianz!  It meant the world to me",purchased allianz cover trip even though wasnt death sickness honest explained whole situation review covered claim thank allianz meant world
3044,MC,5 ⭐,Feb 21 2025,We submitted the paperwork requested by the company and you accepted it in a reasonable amount of time and sent us our check right away. I sincerely appreciated it. Thank you!,submitted paperwork requested company accepted reasonable amount time sent us check right away sincerely appreciated thank
3046,CK,5 ⭐,Feb 21 2025,Enjoy knowing that I am covered.,enjoy knowing covered
3047,JF,5 ⭐,Feb 21 2025,What was great is that we didn’t need to use it!,great didnt need use
3048,JD,5 ⭐,Feb 21 2025,Easy to renew affordable pricing,easy renew affordable pricing
3049,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage.",incurred burn leg motorcycle accident visiting friends australia required emergency room visit followup cost aus paid full costwhile australia filed claim day returned states included full documentation photos nasty injury allianz made claim process simple within two days advised claim fully approved day later full claim paid bank account guys great travel abroad without level additional medical coverage
3050,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!",policy easy buy planning international trips one year young man suggested purchase year plan much cost effective unfortunately go emergency room switzerland need pay bill reimbursed easy surprisingly fast friend australia travels frequently pays much higher premium travel insurance pleased company
3051,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.,purchased travel insurance allianz every trips since covid company excellent customer service quick response issues great peace mind travel around world knowing allianz always assist us
3052,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.,husband unexpected open heart surgery caused us cancel trip see family december able get credits air needed cancel nonrefundable condo theca wine country allianz reimbursed fees assessedthen month later needed another procedure caused us cancel cruise allianz reimbursed cancelation feeswe sold alliance annual plan already renewed next year
3054,MA,5 ⭐,Feb 21 2025,My return flight was delayed several days due to inclement weather. I was able to easily submit a claim on line and was promptly reimbursed for daily expenses as described in the contract.,return flight delayed several days due inclement weather able easily submit claim line promptly reimbursed daily expenses described contract
3055,LM,5 ⭐,Feb 21 2025,I submitted a claim and was reimbursed by Allianz.  I appreciate the efficiency of submitting the claim online without having to wait on the phone and the speed at which my issue was resolved. Thank you.  I will definitely get insurance from Allianz again!,submitted claim reimbursed allianz appreciate efficiency submitting claim online without wait phone speed issue resolved thank definitely get insurance allianz
3056,JV,5 ⭐,Feb 24 2025,Some gifts I had in a cabin bag were stolen. The airline not took responsibility. I called the insurance company and they immediately resolved the problem.,gifts cabin bag stolen airline took responsibility called insurance company immediately resolved problem
3057,DE,1 ⭐,Feb 21 2025,I was not refunded will never take the insurance again,refunded never take insurance
3059,CU,4 ⭐,Feb 21 2025,"My husband and I were both fully refunded on airline tickets, due to his father passing.I would give 5 stars but was disappointed to learn that you only can claim this insurance if there is a death of close family member or you are in hospital.  I can see a lot of other circumstances, I would not be able to travel and would want to claim through insurance.  I will not pay for insurance in the future because I have little close family left.",husband fully refunded airline tickets due father passingi would give stars disappointed learn claim insurance death close family member hospital see lot circumstances would able travel would want claim insurance pay insurance future little close family left
3060,KH,3 ⭐,Feb 21 2025,"I would prefer a call to clarify the documents loaded that were no acceptable.   I had to guess what was needed.  After the 4th upload, I finally got a call.  Part of the claim was awarded.   Still waiting on the rest.  I was told to upload another document.   Which was already done.  3 times.",would prefer call clarify documents loaded acceptable guess needed th upload finally got call part claim awarded still waiting rest told upload another document already done times
3061,DB,1 ⭐,Feb 21 2025,Had a death of a client and needed to cancel flight.Was told this wasnt covered.Waste of $$$,death client needed cancel flightwas told wasnt coveredwaste
3063,MR,4 ⭐,Feb 21 2025,Website made it easy to choose a policy that fitted my personal needs. Have never had to use the policy so can't speak to the quality of the coverage in the policy.,website made easy choose policy fitted personal needs never use policy cant speak quality coverage policy
3065,Marsha Greyeyes,5 ⭐,Feb 21 2025,Love love this option. Saves money plus quick response time. I recommend them.,love love option saves money plus quick response time recommend
3066,IQ,5 ⭐,Feb 21 2025,The agent was able to assist me with my needs,agent able assist needs
3067,JG,5 ⭐,Feb 21 2025,The best insurance is the one one does not need to use and which permits one to sleep easily at night. The real proof of its value is if an expensive event happens on a trip and one needs to use the insurance. If that happens then the insurance can be fully evaluated. Till then any response has to do with one's quality of sleep. I've used Allianz several time over the years and have no regrets regardless of the cost.,best insurance one one need use permits one sleep easily night real proof value expensive event happens trip one needs use insurance happens insurance fully evaluated till response ones quality sleep ive used allianz several time years regrets regardless cost
3068,CU,5 ⭐,Feb 21 2025,I needed to cancel a reservation. It was easy to get my refund.,needed cancel reservation easy get refund
3069,JS,1 ⭐,Feb 21 2025,I reached out to modify my claim and never received a response.,reached modify claim never received response
3071,KE,1 ⭐,Feb 21 2025,It's taking me months to get my refund and y'all are giving me the hardest time. The concert that I purchased was canceled due to the hurricane the date that they rescheduled it for did not work for me. I sent the proof that should be an automatic refund but instead I'm getting to run around.,taking months get refund yall giving hardest time concert purchased canceled due hurricane date rescheduled work sent proof automatic refund instead im getting run around
3072,TO,5 ⭐,Feb 21 2025,The app made it easy to file the claim and they were timely with processing the claim.,app made easy file claim timely processing claim
3073,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage.",incurred burn leg motorcycle accident visiting friends australia required emergency room visit followup cost aus paid full costwhile australia filed claim day returned states included full documentation photos nasty injury allianz made claim process simple within two days advised claim fully approved day later full claim paid bank account guys great travel abroad without level additional medical coverage
3074,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!",policy easy buy planning international trips one year young man suggested purchase year plan much cost effective unfortunately go emergency room switzerland need pay bill reimbursed easy surprisingly fast friend australia travels frequently pays much higher premium travel insurance pleased company
3075,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.,purchased travel insurance allianz every trips since covid company excellent customer service quick response issues great peace mind travel around world knowing allianz always assist us
3076,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.,husband unexpected open heart surgery caused us cancel trip see family december able get credits air needed cancel nonrefundable condo theca wine country allianz reimbursed fees assessedthen month later needed another procedure caused us cancel cruise allianz reimbursed cancelation feeswe sold alliance annual plan already renewed next year
3077,CE,5 ⭐,Feb 21 2025,"they were true to their word when I had a medical event and made it easy to submit my claim, which they did pay as promised.",true word medical event made easy submit claim pay promised
3079,AD,4 ⭐,Feb 21 2025,It was fairly easy to do the trip interruption.Actions were taken quickly,fairly easy trip interruptionactions taken quickly
3080,KC,1 ⭐,Feb 21 2025,We bought insurance to protect us in case there was an issue. It was a waste of our money because the insurance company denied our claim. I will never insure with this company again?,bought insurance protect us case issue waste money insurance company denied claim never insure company
3082,PE,4 ⭐,Feb 21 2025,"Excellent service, quick claims processing, and friendly support. Transparent, reliable, and no hidden fees. I feel secure with them—highly recommended!",excellent service quick claims processing friendly support transparent reliable hidden fees feel secure themhighly recommended
3083,DL,5 ⭐,Feb 21 2025,Available choices and ease of purchase,available choices ease purchase
3084,PH,5 ⭐,Feb 21 2025,Thankfully I didn’t need the insurance for my car rental but was super easy to get coverage at a price a fraction of what the car rental company wanted to charge.,thankfully didnt need insurance car rental super easy get coverage price fraction car rental company wanted charge
3085,SH,5 ⭐,Feb 21 2025,"I recently had to file a claim with Allianz Travel Insurance through their website, and overall, I had a positive experience. The claims process was straightforward, and the online portal made it easy to upload documents and track the status of my claim. Communication was clear throughout the process, and I appreciated the timely updates.I would definitely consider using Allianz Travel Insurance again for future trips and recommend it to others who want reliable coverage and a user-friendly claims process.",recently file claim allianz travel insurance website overall positive experience claims process straightforward online portal made easy upload documents track status claim communication clear throughout process appreciated timely updatesi would definitely consider using allianz travel insurance future trips recommend others want reliable coverage userfriendly claims process
3086,VD,5 ⭐,Feb 21 2025,Very easy to renew. Very helpful by reminding clients due time to renew.,easy renew helpful reminding clients due time renew
3087,KT,5 ⭐,Feb 21 2025,Everything went smooth! Thanks.,everything went smooth thanks
3088,JO,4 ⭐,Feb 21 2025,I applied for the ncl sky cruise insurance..and when I got sick doctor and staff were very friendly and professional..I downloaded my bills to Allianz global insurance..and got my insured money back in about three weeks..thank you Allianz.,applied ncl sky cruise insuranceand got sick doctor staff friendly professionali downloaded bills allianz global insuranceand got insured money back three weeksthank allianz
3089,JP,1 ⭐,Feb 21 2025,"I honestly don’t want to write this review, as I know you probably get nasty comments a lot. My intention is to be honest and work through this with you. I purchased travel insurance, which cost over $80, after realizing my brother couldn’t make the trip to GSP from COS. The insurance I bought promised me that it would be refunded if I filed a claim. I filed a claim, and sent the proper information needed. Since then, I have not received my money back. If I missed any steps, I’d be happy to talk with a customer service representative and find out if indeed I messed up. Please know I want to work this out.",honestly dont want write review know probably get nasty comments lot intention honest work purchased travel insurance cost realizing brother couldnt make trip gsp cos insurance bought promised would refunded filed claim filed claim sent proper information needed since received money back missed steps id happy talk customer service representative find indeed messed please know want work
3090,AM,5 ⭐,Feb 21 2025,I am SO glad I got the insurance and it was very straight-forward how to submit a claim. THANK YOU!,glad got insurance straightforward submit claim thank
3091,DF,5 ⭐,Feb 21 2025,"They made a stressful experience easier by being clear on what they needed for submission to insurance without feeling like they were trying to find a reason to deny us, which has been our experience with the airline that we are dealing with regarding the same trip which cost us a lot of time and energy due to their delays and cancellations. We have been trying to get some minimal reimbursement after our luggage being delayed for over 4 days and we wish they would deal with our situation in the same professional manner that Allianz did.",made stressful experience easier clear needed submission insurance without feeling like trying find reason deny us experience airline dealing regarding trip cost us lot time energy due delays cancellations trying get minimal reimbursement luggage delayed days wish would deal situation professional manner allianz
3092,AM,5 ⭐,Feb 21 2025,"I had to make a claim during a recent vacation, Allianz made the claim process very easy.",make claim recent vacation allianz made claim process easy
3093,DJ,1 ⭐,Feb 21 2025,Allianz was very slow in providing feedback and payment.  Ridiculous things were asked for before payment was finally made.   It was difficult to get a straight answer form the Allianz Staff.  We are going on at least two more trips to Europe in the next year and a half and I will not be using Allianz.,allianz slow providing feedback payment ridiculous things asked payment finally made difficult get straight answer form allianz staff going least two trips europe next year half using allianz
3094,MS,1 ⭐,Feb 21 2025,I have submitted my documents twice and still haven’t received any response,submitted documents twice still havent received response
3095,MM,5 ⭐,Feb 21 2025,"When it comes to the claims, they do their job in good understanding.",comes claims job good understanding
3096,JF,5 ⭐,Feb 21 2025,A refund was approved and credited to my card within 48 hours of receiving the documentation they requested. No hassle at all!,refund approved credited card within hours receiving documentation requested hassle
3097,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage.",incurred burn leg motorcycle accident visiting friends australia required emergency room visit followup cost aus paid full costwhile australia filed claim day returned states included full documentation photos nasty injury allianz made claim process simple within two days advised claim fully approved day later full claim paid bank account guys great travel abroad without level additional medical coverage
3098,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!",policy easy buy planning international trips one year young man suggested purchase year plan much cost effective unfortunately go emergency room switzerland need pay bill reimbursed easy surprisingly fast friend australia travels frequently pays much higher premium travel insurance pleased company
3099,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.,purchased travel insurance allianz every trips since covid company excellent customer service quick response issues great peace mind travel around world knowing allianz always assist us
3100,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.,husband unexpected open heart surgery caused us cancel trip see family december able get credits air needed cancel nonrefundable condo theca wine country allianz reimbursed fees assessedthen month later needed another procedure caused us cancel cruise allianz reimbursed cancelation feeswe sold alliance annual plan already renewed next year
3101,RO,5 ⭐,Feb 21 2025,Great experience and quick resolution to my issues.,great experience quick resolution issues
3102,PW,1 ⭐,Feb 21 2025,We did not get refunded the proper amount for our expenses.,get refunded proper amount expenses
3103,PM,1 ⭐,Feb 21 2025,It's a useless product you just throw your money away when you purchase it. You don't cover anything.,useless product throw money away purchase dont cover anything
3104,JB,5 ⭐,Feb 21 2025,claim move through nicely and we had a response fairly quickly. We'll buy this insurance again,claim move nicely response fairly quickly well buy insurance
3105,CF,5 ⭐,Feb 21 2025,Efficient service and great support staff.,efficient service great support staff
3106,SD,1 ⭐,Feb 21 2025,I have not yet received any reimbursement for private Doctors visits end December beginning January despite providing all invoices!,yet received reimbursement private doctors visits end december beginning january despite providing invoices
3107,JM,5 ⭐,Feb 21 2025,Thank you for a fast response,thank fast response
3109,AD,5 ⭐,Feb 21 2025,"Very easy, and they paid with out hassle on a canceled trip",easy paid hassle canceled trip
3110,JP,2 ⭐,Feb 21 2025,I've submitted every document needed yet nothing has been issued yet. Keep getting notified that more documents is needed.,ive submitted every document needed yet nothing issued yet keep getting notified documents needed
3111,SK,5 ⭐,Feb 21 2025,Prompt service,prompt service
3112,JS,5 ⭐,Feb 21 2025,"Paid it off very short order after I got the documents required via internet. Only problem was it would only accepted documents of small size, I had to break rh document into smaller enclosures,",paid short order got documents required via internet problem would accepted documents small size break rh document smaller enclosures
3113,KG,5 ⭐,Feb 21 2025,Easy site to navigate.Ample coverage..,easy site navigateample coverage
3114,JH,5 ⭐,Feb 21 2025,"We purchased the year policy and had a trip booked for Egypt when I found out that I had to have a serious medical procedure and would be unable to travel. With proper documentation, Allianz refunded our money for the whole trip within weeks of request. Very easy to deal with.",purchased year policy trip booked egypt found serious medical procedure would unable travel proper documentation allianz refunded money whole trip within weeks request easy deal
3115,CG,5 ⭐,Feb 21 2025,You help me a lot with me claim,help lot claim
3116,JE,1 ⭐,Feb 21 2025,"Very slow responses, not accurately detailing  plans",slow responses accurately detailing plans
3117,JA,5 ⭐,Feb 21 2025,Website was very easy to navigate and sign up independently.,website easy navigate sign independently
3118,JR,5 ⭐,Feb 21 2025,Easy tracking of status - no need to make calls,easy tracking status need make calls
3119,JV,5 ⭐,Feb 21 2025,"I always buy travel insurance, just in case, but I am cynical and figure if I end up having to make a claim, it probably won't work out. But, to my happy surprise, I had to cancel a trip due to extreme weather that caused the event, our reason for traveling, to be canceled, and my travel insurance actually helped me recoup the cost of the hotel room! Wow!",always buy travel insurance case cynical figure end make claim probably wont work happy surprise cancel trip due extreme weather caused event reason traveling canceled travel insurance actually helped recoup cost hotel room wow
3120,RH,5 ⭐,Feb 21 2025,"I was unable to attend my event due to upcoming weather conditions, and received a full refund as was advertised when buying the insurance. Definitely worth the small amount the insurance cost!",unable attend event due upcoming weather conditions received full refund advertised buying insurance definitely worth small amount insurance cost
3121,DS,5 ⭐,Mar 18 2025,"I incurred a ""burn"" on my leg from a motorcycle accident while visiting friends in Australia.  It required an emergency room visit and some followup which cost over $1,000 (AUS).  I paid the full costwhile in Australia and filed a claim the day after I returned to the States. I included full documentation with some some photos of the nasty injury. Allianz made this claim process simple. Within two days I was advised my claim was fully approved and a day later my full claim was paid to my bank account! These guys are great! I will not travel abroad without some level of additional medical coverage.",incurred burn leg motorcycle accident visiting friends australia required emergency room visit followup cost aus paid full costwhile australia filed claim day returned states included full documentation photos nasty injury allianz made claim process simple within two days advised claim fully approved day later full claim paid bank account guys great travel abroad without level additional medical coverage
3122,NR,5 ⭐,Mar 18 2025,"The policy was very easy to buy. I was planning on 3 international trips in one year, so the young man suggested that I purchase the 1-year plan, being much more cost effective. Unfortunately, I had to go to the emergency room in Switzerland. I did need to pay the bill, then be reimbursed, but it was very easy and surprisingly fast! My friend in Australia travels frequently. She pays a much higher premium for her travel insurance. I am very pleased with your company!",policy easy buy planning international trips one year young man suggested purchase year plan much cost effective unfortunately go emergency room switzerland need pay bill reimbursed easy surprisingly fast friend australia travels frequently pays much higher premium travel insurance pleased company
3123,JY,5 ⭐,Mar 18 2025,We have purchased travel insurance with Allianz for every of our trips since Covid. The company has excellent customer service. Quick response to all our issues. It is a great peace of mind when we travel around the world knowing that Allianz will always be there to assist us.,purchased travel insurance allianz every trips since covid company excellent customer service quick response issues great peace mind travel around world knowing allianz always assist us
3124,DA,5 ⭐,Mar 18 2025,My husband had unexpected open heart surgery that caused us to cancel a trip to see family in December.  We were able to get credits for our air but needed to cancel a non-refundable condo in theCA wine country.  Allianz reimbursed the fees that were assessed.Then a month later he needed another procedure that caused us to cancel a cruise!  Once again Allianz reimbursed the cancelation fees.We are sold on the Alliance annual plan and have already renewed it for this next year.,husband unexpected open heart surgery caused us cancel trip see family december able get credits air needed cancel nonrefundable condo theca wine country allianz reimbursed fees assessedthen month later needed another procedure caused us cancel cruise allianz reimbursed cancelation feeswe sold alliance annual plan already renewed next year
3125,JC,1 ⭐,Feb 21 2025,No explanation of how/why the amount to be paid out was determined.,explanation howwhy amount paid determined
3127,LD,5 ⭐,Feb 21 2025,Very professional. Easy to process claim,professional easy process claim
3128,AB,1 ⭐,Feb 21 2025,will never use again   Insurance companies are design not to pay,never use insurance companies design pay
3129,MA,5 ⭐,Feb 21 2025,"It was easy to submit my claim, I received timely updates about my claim and my claim was paid quickly.",easy submit claim received timely updates claim claim paid quickly
3130,CR,5 ⭐,Feb 21 2025,Easy to file the claim and received a check quickly.,easy file claim received check quickly
3131,KS,1 ⭐,Feb 21 2025,"Worse service.  I will never buy with this company again.  I had a death in the family and even with the insurance, I’m out of tickets.  Sad customer experience.  Don’t ever buy the insurance.",worse service never buy company death family even insurance im tickets sad customer experience dont ever buy insurance
3132,KI,5 ⭐,Feb 21 2025,Relatively easy process. Got refund quicker than expected.  Had to make a few phone calls and questions were answered quickly with issues handled immediately. Overall a good experience,relatively easy process got refund quicker expected make phone calls questions answered quickly issues handled immediately overall good experience
3133,BL,5 ⭐,Feb 21 2025,"You never expect in climate weather when you buy a ticket to a concert, but it’s nice to have insurance when those situations do happen",never expect climate weather buy ticket concert nice insurance situations happen
3134,MM,5 ⭐,Feb 21 2025,Had to cancel our trip because the airport closed due to bad weather. We received our insurance check in less than a month.,cancel trip airport closed due bad weather received insurance check less month
